New York (CNN Business)SpaceX is ready to deploy 64 satellites in one fell swoop — a record-setting mission.Elon Musk's company is scheduled to launch a rocket from Vandenberg Air Force Base in California on Monday between 1:32 pm and 2 pm ET after a series of delays triggered by bad weather and last-minute inspections for the rocket. It will be one of the largest satellite ride-sharing missions ever launched and the most crowded single mission in US history according to Spaceflight SpaceX's customer for the launch.The mission illustrates the growing demand to launch small satellites modern devices that some companies hope will empower an array of new businesses — from internet service to supply chain monitoring. For SpaceX Monday's mission called SSO-A will mark its 19th launch of 2018 surpassing its previous annual record of 18 launches last year.It will also be the first time Musk's company will attempt to send one of its rocket boosters to space for a third time. SpaceX's goal is to drastically reduce the cost of a launch by reusing the hardware a feat its competitors long thought was impossible or uneconomical.The first-stage booster lined up for the SSO-A mission has flown twice in the past six months — first on May 11 for the Bangabandhu mission and again August 7 for Merah Putih.Satellite ride sharingSpaceX's customer for this mission Spaceflight aims to be a sort of Uber service for space. The company has for years worked as a liaison between small satellite companies and launch providers looking to put small payloads onto rockets with extra room on board.  "We started off just selling the excess capacity on whatever launches were out there" Spaceflight president Curt Blake told CNN Business in a recent interview. "Then we said 'Wow demand is so big we should just buy a whole rocket ourselves.' That's how this mission came to be."SSO-A will be the first time Spaceflight has filled a rocket entirely with its small satellite customers. They come from 34 companies and organizations across 17 countries.They include Australia-based Fleet Space Technologies which aims to connect remote devices to the internet via satellite. Two companies — US-based Capella Space Corporation and Finland's ICEYE — will launch satellites that seek to use advanced radars to track airplanes or ships even in cloudy weather. A group of middle school students from Florida is sending an experimental astrobiology satellite. And an art project funded by the Los Angeles County Museum of Art that pays homage to the first African American astronaut Robert Henry Lawrence Jr. will also take flight.Deploying all 64 satellites safely is tricky business. The devices which span a variety of shapes and sizes will ride to space affixed to sides of a large metal structure called a payload stack that will be shielded by the Falcon 9's nose cone during launch. Once in orbit the nose cone will fall away and the satellites will pop off from the payload stack in a carefully orchestrated sequence.Crowded ridesharing missions like this one have been executed before. India's space agency last year shattered a world record by launching 104 small satellites with a single rocket. Another mission from Russia in 2014 deployed 37 satellites.Smallsats and space debrisThere is a massive backlog of small satellites waiting to get to orbit. And companies including SpaceX and OneWeb are racing to send constellations of thousands of high-speed internet satellites into low-Earth orbit.While hitching a ride with larger payloads is considered the cheapest option for getting to space many nascent rocket companies are promising lightweight rockets that can be mass produced and make cheap frequent trips to orbit.One such company US-based Rocket Lab became the first to reach orbit and has notched two missions so far. Its backlog of customers is so long that CEO Peter Beck told CNN Business the company is "not constrained by customers right now — we're only constrained by how quickly we can build rockets."The massive influx of new satellites into low-Earth orbit poses difficult questions for the space sector particularly when it comes to orbital debris.The issue took center stage last month for the US Federal Communications Commission which authorizes telecom satellites for launch. The agency is considering updating a set of 2004 rules "seeking to keep pace with technological and market changes and to incorporate improvements in debris mitigation practices" the FCC said. ,U.S.
 (CNN)A bus crash early Monday killed one child and injured 45 other people most of them children when the driver lost control of the coach on Interstate 30 west of Benton Arkansas State Police said. The charter bus was carrying a youth all-star football team  home from a championship game played over the weekend in Dallas. It was traveling to Memphis Tennessee when it left the road and rolled over police said. During questioning the driver told police she lost control of the vehicle state police said in a statement. Authorities received a call around 2:40 a.m. (3:40 ET) and found the bus on its side near the Hot Springs exit on I-30.The children were between 8 and 10 years old and had chaperones accompanying them on the bus state police spokesman Bill Sadler said."When troopers arrived at the scene many of the children were already off of the bus" Sadler said. "Some of them were stunned or had minor injuries."The injured were taken to hospitals in Saline and Pulaski counties. Two were airlifted Sadler said. Arkansas Children's Hospital in Little Rock about 25 miles northeast of Benton treated 20 patients in its emergency room the hospital tweeted. It does not appear that weather played a role in the crash Sadler said.Scott Shuttle Service of Somerville Tennessee operated the charter police said. The child's cause of death will be determined by the medical examiner Sadler said. CNN's Tina Burnside and Robin Meade contributed to this report. ,U.S.
New York (CNN Business)The ceasefire between the United States and China has set off a celebration on Wall Street.The Dow soared more than 400 points early Monday before giving up most of those gains. It was up 150 points at midday. Investors were pleased that China and the United States reached a temporary trade truce. It's a big relief because the damaging trade war between the world's two largest economies was set to deepen in January. The Nasdaq and the S&P 500 climbed more than 0.5% apiece. "A truce is definitely better than an escalation of hostilities" Kit Juckes strategist at Societe Generale wrote to clients on Monday. Juckes said that even though investors may doubt the substance of the US-China agreement "this morning's response reflects relief and a desire to pick up some last-ditch bargains."Not surprisingly investors piled back into companies that rely on China for a significant chunk of their sales. That includes tech giants like Apple (AAPL) Nvidia (NVDA) and Qualcomm (QCOM) as well as industrial companies like Boeing (BA) Caterpillar (CAT) and Deere (DE). Tiffany (TIF) jumped 4% while Wynn Resorts (WYNN) surged 9%. "The market is thrilled to get a little bit of a reprieve" said Amanda Agati co-chief investment strategist at PNC. "But it's early to say anything is done and to cross this worry off the list. There's still a long road ahead.The relief rally comes after the S&P 500 spiked nearly 5% last week its best since December 2011. That rebound was triggered by hopes of progress on the trade front and a speech by Federal Reserve chief Jerome Powell that investors interpreted as a signal the central bank will not rush to raise interest rates."The China trade situation is the keystone in the arch of agita" said Sam Stovall chief investment strategist at CFRA Research. The progress on talks with China means "now we have a very good chance of experiencing a Santa Claus rally" said Sam Stovall chief investment strategist at CFRA Research.It wasn't just US markets celebrating. Major indexes in Hong Kong and Shanghai surged 2.5%. And markets in London Frankfurt and Paris climbed 1% or more. Commodities also raced higher. Copper and soybeans rallied. US oil prices boosted by hopes of an agreement by Russia and Saudi Arabia to cut output surged 4%. After meeting on Saturday US President Donald Trump and Chinese President Xi Jinping agreed to hold their fire on tariffs while they try to reach a trade deal. Trump agreed not to raise the 10% tariffs on $200 billion worth of Chinese goods for now. Those tariffs had been scheduled to automatically rise to 25% on January 1. And China said it would be willing to purchase a "very substantial" amount of agriculture energy and other US products. Still some analysts warned that the celebration on Wall Street could be short-lived. China and the United States now only have 90 days to sort out nagging trade issues that have been in contention for years if not decades. And the statements that emerged from the trade meeting lacked concrete details."The beefiest part of Saturday evening's meeting between Presidents Trump and Xi may well have been the local sirloin served for dinner" Nicholas Colas co-founder of DataTrek Research wrote to clients on Monday.Goldman Sachs economists said the most likely outcomes are that the truce gets extended after 90 days or that the trade war escalates. The investment bank sees just a 20% chance over the next three months of a comprehensive deal rolling back tariffs."The specter of higher and broader US tariffs remains" Goldman Sachs chief US political economist Alec Phillips wrote to clients on Sunday.In any case the progress on trade should allow investors to refocus on the fundamentals. But economic growth is expected to slow in 2019 because of the fading impact of the tax cuts the impact of existing tariffs and higher borrowing costs. Analysts are calling for S&P 500 earnings growth to decelerate from about a blockbuster pace of 21% this year to 9% next year according to FactSet.,U.S.
Mariska Hargitay is the founder and president of the Joyful Heart Foundation and the Emmy Award-winning star of "Law & Order: Special Victims Unit." The views expressed in this commentary are her own. View more opinion on CNN. (CNN)Much has been written this year about women's anger -- its power and potential its evolution and necessity. But beneath the analysis there is the feeling itself: anger pure and simple. It's what I felt when I read CNN's report about the destruction -- the outrageous careless wrongheaded uneducated ill-informed dangerous willful destruction -- of rape kits. I have been engaged in the work to bring an end to sexual violence since 2004 the year I started the Joyful Heart Foundation which aims to heal and empower sexual assault survivors. But in truth my work goes back even further -- to the moment I learned some of the statistics about sexual assault and domestic violence in preparation for my role on "Law & Order: SVU."For example in the United States one in three women and one in six men are survivors of sexual violence. One in four women and one in seven men have suffered severe violence from an intimate partner. Those numbers alone almost made my head explode. I had that feeling again when I first learned about the backlog of untested rape kits in 2009 after a report from Human Rights Watch. I couldn't wrap my mind around it: thousands of rape kits sitting in some cases rotting in police storage facilities across the country. As Polly Poskin executive director of the Illinois Coalition Against Sexual Assault has said "If you've got stacks of physical evidence of a crime and you're not doing everything you can with the evidence then you must be making a decision that this isn't a very serious crime." Beyond the obvious threat to public safety beyond the wasted opportunities to both prosecute the guilty and exonerate the wrongly convicted the backlog sends a devastating and inexcusable message to survivors: You don't matter. What happened to you doesn't matter. And if the backlog wasn't enough the destruction of rape kits now brings our country's attitude toward sexual assault and its victims into even sharper focus. Explore CNN's investigative report and you will learn about 99 agencies in 47 states destroying rape kits. About a detective in North Carolina who authorized the trashing of a rape kit a month after it was collected from a woman who was gang raped because the investigator didn't believe her. And about records showing kits were trashed as recently as 2016 -- with one of the objectives being to "make space in the evidence room." That is an outrageous shameful level of disregard and the system that makes it possible must change. Just as the backlog is a reflection of how we regard sexual assault and its victims in this country the individual actions and decisions by law enforcement are the outcome of deeply entrenched societal attitudes that make those actions and decisions possible. Those attitudes must be dismantled. And what must change are the laws governing the handling of rape kits. As CNN reports last year the National Institute of Justice issued recommendations for best practices about the counting tracking and testing of rape kits reforms that the federal government agrees are needed. In order to be able to hold jurisdictions accountable those recommendations must become law in all 50 states. Legally requiring the testing of rape kits and prohibiting the destruction of rape kits ensures that every survivor gets the same standard of care and rights. Importantly each survivor should also have the right -- by law -- to know the status of their rape kit and have the option of having it preserved for as long as they want. It is important to note that systemic and lasting change takes effect through state-level legislation. While agency local and county-level reforms are vital we know that perpetrators do not stop at the county limits and survivors' access to justice should not be restricted by zip code. Progress has already been made to be sure. In the last two years alone we and our partners have helped pass 34 laws to change the way rape kits are handled and are already working on legislation for 2019. Through endthebacklog.org the first and only comprehensive online hub for information about the rape kit backlog in the United States we are sharing best practices progress on reform and a way for people to join this growing effort. I also had the great privilege of telling survivors' stories who have kits in the backlog in "I Am Evidence" the documentary I produced in partnership with HBO which continues to be shown in communities across the country. In the work to bring this violence to an end -- that is the vision to which we must commit -- stark reminders like this important report from CNN confront us with how much work is left to be done. While the report's content angers me deeply perhaps that anger is not pure and simple. It also contains a renewed resolve a reminder of how much is at stake in our work and a deepened determination to create the more just society we all seek. ,U.S.
 (CNN)The family of a young woman who struggled with opioid addiction and whose moving obituary went viral is suing a Massachusetts city and police department for information about the woman's medical care in the days before her death.Madelyn Linsenmeir a 30-year-old Vermont mother died after she was arrested in September by Springfield police on outstanding warrants and providing a false name according to a police arrest log. The ACLU of Massachusetts is suing the city and its police department on behalf of Linsenmeir's family asking for documents and recordings related to her arrest detention and death. "Our family is heartbroken to have lost our beloved Madelyn" the family said according to the ACLU. Springfield Police Department spokesman Ryan Walsh and city Deputy Communications Director Darryl Moss told CNN the department is investigating the matter but had no comment on the lawsuit.Ominous text messagesThe lawsuit shares text messages between Linsenmeir and her family on September 28 showing the state of her health just before her arrest. "I need to go to the hospital I am dying i weigh 90 pounds" she texted Maureen Linsenmeir. "mom I need you."Later that day she texted her sister. "I just need to get help go to the hospital." The lawsuit alleges that at the time of her arrest Linsenmeir was allowed to call her mother with a Springfield police officer on the line. The suit alleges that Madelyn Linsenmeir was distraught and told her mother that she was not receiving medical attention. "As the conversation progressed the police officer refused to provide medical attention and even made a sarcastic comment to Maureen (Madelyn's mother) after Maureen expressed concern that Madelyn was being denied care" the complaint claims. The ACLU is looking to obtain a possible recording of this conversation as well as other requested information and documents police have not turned over.Linsenmeir was arrested September 29 and transferred to a women's correctional facility the next morning Walsh confirmed to CNN.On October 4 Linsenmeir was taken by ambulance to the Baystate Medical Center where she was admitted to the intensive care unit. On October 7 Linsenmeir died at the hospital still technically in police custody and surrounded by family.The woman's correctional facility was operated by the Hampden County Sheriff's Department. Shortly after her death Hampden County Sheriff Nicholas Cocchi told CNN in a statement that he was saddened by her death and wanted to "extend my sympathies to her family." He added that she was "under the evaluation and supervision of our correctional and medical team." The department was not named in the suit and had no further comment.'What about the rest of the victims'Around the world news outlets wrote about the powerful obituary crafted by her sister Kate O'Neill.Her obituary was shared on Facebook and her sister asked supporters to donate money to the treatment center she had turned to for help. In her Vermont hometown Burlington Police Chief Brandon del Pozo posted on Facebook in October after seeing reactions to her obituary saying Linsenmeir's addiction and death were being treated as though nothing like this had happened before."Did readers think this was the first time a beautiful young beloved mother from a pastoral state got addicted to Oxy and died from the descent it wrought?" he wrote. "And what about the rest of the victims who weren't as beautiful and lived in downtrodden cities or the rust belt? They too had mothers who cried for them and blamed themselves."Del Pozo wrote that he was tired of arguing with sheriffs at national conferences about their deputies having to carry naloxone the opioid antagonist that can save people who are overdosing. "Maddie's gone. She can't feel your sorrow. But others are next" del Pozo wrote. "They are all human beings and they need our help. Go. Get to work."One of Linsenmeir's last public posts on her Facebook page is a black and white selfie taken in the car from August. "Enjoying this beautiful day" she wrote. Below the photo are comments from across the country. Some share stories of loved ones who died after struggling with opioid addictions and others simply leave kind messages. On his Facebook page del Pozo's final line to those who were moved by Linsenmeir's obituary: "We still need to earn the feelings her obituary inspired in us. We should have felt them years ago." ,U.S.
 (CNN)A woman trying to help what she thought was a needy mother and her baby has been fatally stabbed in Baltimore. The good Samaritan was identified by police as 52-year-old Jacquelyn Smith who was riding in a car with relatives Saturday when they saw a woman carrying what appeared to be a baby.The woman was holding a sign that read "Please Help me feed my Baby."Suspect said thank you before stabbing victim Smith of Aberdeen Maryland handed money out the car window to the woman when a man approached the vehicle. Baltimore Police said in a statement he first thanked the family for the money but then tried to grab Smith's wallet."A struggle ensued" police said and the man stabbed Smith in the torso before running away with the woman who had the sign. Smith died shortly after arriving at the hospital police told CNN. 'It makes it very difficult to help'Baltimore City District 12 Councilman Robert Stokes has spent his whole life in in East Baltimore where the homicide occurred. "It makes you wonder now if you want to roll your window down and help. It makes it hard and makes it more dangerous for people who really want to help people. It's a sad day and my condolences go out to the family" he said. "With the holidays coming up people want to help in some kind of way and it makes it very difficult to help."Police are searching for both the suspect described as a man in his 30s with a goatee and the woman with the sign who was asking for money. It's not clear if they have a baby with them. "We just gotta do something about the panhandling on the corner because if it's getting to this point it's dangerous" Stokes said. "Someone's life was taken away from them when they were trying to help.",U.S.
 (CNN)Under a cloud of grief an aura of hope and unity prevailed at the Tree of Life Synagogue on Sunday night. In its first Hanukkah ceremony since 11 congregants were gunned down at the Pittsburgh synagogue a diverse crowd gathered to worship and show their support for the Jewish community.This Hanukkah will be "unforgettable" said Rabbi Jonathan Perlman of the New Light Congregation which worships at the synagogue. He told those gathered for the menorah-lighting event about the "terrible tragedy that occurred here at this building." The eleven victims were killed October 27 when a gunman made anti-Semitic comments while opening fire on the congregation a law enforcement official said. Suspect Robert Bowers has pleaded not guilty to 44 federal charges. Simcha and Chaya Teich came all the way from Brooklyn New York to support the synagogue on Sunday. "It's very nice to see all the different parts of the community band together and celebrate a Jewish holiday we all have in common" Chaya Teich told CNN affiliate KDKA. Simcha Teich noted the symbolism of the branches of the synagogue's menorah. "We can take a lesson that this is the Tree of Life Synagogue and the Menorah significantly has its branches that branch outwards not inwards" he told KDKA. "And so too the light of the Tree of Life is just like the Menorah where it branches outwards and it spreads its lights onto the people that flock to it."Pittsburgh police Detective Sgt. James Glick was selected to light the candle Sunday night on behalf of Pittsburgh police. He was assisted by survivors of the mass shooting. ,U.S.
 (CNN)The number of people still unaccounted for following the devastating Camp Fire in northern California has dropped to 25 the Butte County Sheriff's Office said.The latest count is down from a one-time high of more than 1000 people. The death toll remained at 88 on Saturday with no further remains found the sheriff's office said in a tweet.The Camp Fire burned through more than 153000 acres in Butte County after it broke out November 8. It was contained November 25 after becoming the deadliest and most destructive wildfire in California history.The blaze decimated much of the town of Paradise and destroyed nearly 14000 homes and more than 4800 other buildings.,U.S.
 (CNN)We're only a few days into December and some people are already getting fed up with Christmas music -- like a Cleveland radio station that banned the song "Baby It's Cold Outside" because of its predatory undertones. Here's what else you need to know to Get Up to Speed and Out the Door. (You can also get "5 Things You Need to Know Today" delivered to your inbox daily. Sign up here.)1. Jamal KhashoggiSome recent revelations about the killing of a Washington Post journalist in his home country of Saudi Arabia have intensified international concern over the incident. CNN has obtained access to Jamal Khashoggi's WhatsApp messages and they show the journalist was extremely critical of Saudi Arabia and its Crown Prince Mohammed bin Salman. Khashoggi and the Saudi exile he was messaging with believed their conversations were intercepted by the Saudi government. This all comes days after a CIA assessment was made public that concluded that bin Salman had personally ordered Khashoggi's death. Both the Saudi government and top US officials deny there is any hard evidence linking the country's crown prince with the killing of Khashoggi in October at the Saudi Arabian consulate in Istanbul. The slaying has become a diplomatic crisis and the Trump Administration has been hesitant to question Saudi Arabia about what really happened. 2. FranceA third week of violent protests in France has led President Emmanuel Macron to call for a solution. Macron has asked Prime Minister Edouard Philippe to meet with heads of political parties and representatives of the so-called "yellow vest" protesters after 92 people were injured and more than 200 arrested during a Saturday protest that attracted around 36000 people. The "yellow vest" movement was formed to demonstrate against rising gas prices and taxes on polluting forms of transport. Over time the unrest has transformed into a broader demonstration against Macron his government and tensions between the metropolitan elite and rural poor. 3. QatarThe oil-rich country of Qatar is pulling out of OPEC the Organization of the Petroleum Exporting Countries. The country says it wants to focus more on natural gas production. Although Qatar's contributions to OPEC have been less than say Saudi Arabia its decision to pull out of the oil cartel is significant for a few reasons. One it's been a member for nearly 60 years. Two it reflects economic tensions in the region (Qatar has been under an economic embargo by some of its neighbors including Saudi Arabia). Three the decision comes at a time when OPEC is looking to expand its membership so Qatar's withdrawal definitely stings.  4. James ComeyJames Comey will testify in a private deposition with House Republicans this week but only under the condition that a transcript of the testimony be made public. The Former FBI Director has been a subject of interest in an investigation by the House regarding the FBI and Justice Department's handling of probes into Hillary Clinton's email practices and Russian interference in the 2016 election. Comey initially pushed back on the subpoena saying he wanted to testify in a public setting. House Judiciary Chairman Bob Goodlatte officially issued subpoenas for Comey and former Attorney General Loretta Lynch in November to bring the investigation under the wire because Goodlatte is retiring soon and the investigation will end when the Democrats take control of the house in January. 5. ChinaCould the tariff tiff between the US and China be cooling? The stock markets certainly want to believe so. Stocks jumped higher Monday morning after the two countries said they would hold fire on further tariffs for the time being and try to settle differences through talks. During the G20 summit in Argentina President Trump and Chinese President  Xi Jinping agreed to a temporary truce on trade. Trump agreed to maintain the 10% tariffs on $200 billion worth of Chinese goods and not raise them to 25% "at this time." In exchange China agreed it was willing to purchase a "very substantial" amount of agriculture energy and other goods from the United States to help reduce the trade imbalance.Breakfast Browse The College Football Playoff teams are set!Will the title go to the Oklahoma Sooners the Notre Dame Fighting Irish the Clemson Tigers or those scrappy underdogs the Alabama Crimson Tide? Priyanka Chopra and Nick Jonas are married It's kind of unfair how celebrities get to be rich attractive AND find true love. That's too much. Save some for the rest of us. Nigeria's President denies being replaced by a clone A totally normal thing for a president to have to clarify. A couple got engaged in NYC and then promptly lost the ring down a sidewalk grate.Which frankly makes it the most New York City proposal ever.The cremated remains of 100 people are going to be launched into spaceWhat a way to go! And finally...The life of a corpse flower in six minutes Corpse flowers are those beautiful plants that smell AWFUL. But wouldn't you know it -- watching them bloom and then wither is a weirdly soothing experience. (Click here to view),U.S.
Charlottesville Virginia (CNN)Prosecutors could rest their case as early as Tuesday in Charlottesville Virginia where James Alex Fields is standing trial for a deadly car crash at a white nationalist rally that killed one counterprotester and injured others in August 2017.Fields 21 faces a possible life sentence if convicted of first-degree murder in the death of Heather Heyer. The 32-year-old paralegal's name has become synonymous with the trauma wrought by the Unite the Right rally which made international headlines and escalated America's culture wars by bringing extremist ideologies into the open.Fields faces eight more counts related to eight people who were injured and one count of failing to stop at an accident involving a death. The trial began on Thursday in a case focused on Fields' intent. Testimony resumes Monday morning.The commonwealth contends that Fields' actions were premeditated with the intention to harm the counterprotesters. Survivors of the deadly crash testified last week that the mood among counterprotesters was upbeat and celebratory before Fields slammed his Dodge Challenger into another car triggering a chain reaction that hurled people in different directions. A stream of witnesses recounted the chaotic scene and testified to a litany of injuries they suffered in the crash some of which they are still recovering from.When defense lawyers present their case -- which could happen this week -- they are expected to call some of the same witnesses to support their version of events: that Fields acted of fear of the counterprotesters and not with criminal intent. Focus turns to Fields' behavior Those who knew Fields at his Ohio high school said he held extreme views and a fascination with Nazism. To support the argument that Fields acted out of anger toward counterprotesters the commonwealth's attorneys called a police witness to provide a step-by-step tracking of Fields' actions before during and after the incident. Charlottesville Police Det. Steven Young testified on Friday that footage from the Unite the Right rally earlier in the day shows Fields chanting homophobic and anti-Semitic slurs as he marched with others.A short time later helicopter footage shows his car driving into the crowd. "Is it fair to say Mr. Fields does not stop after hitting the crowd?" Assistant Commonwealth's Attorney Nina Antony asked the detective."Yes" Young said. "He took off again then stopped."The commonwealth's attorneys said they intend to introduce images that Fields shared on Instagram three months before the deadly crash. The two memes show a car running into a group of people described as protesters. One was shared in a private message and the other in a public post. Judge Richard Moore granted the commonwealth's request to show them to the jury despite objections from the defense.Image takes center stageThe commonwealth says the memes are reminiscent of images that emerged from the scene of the deadly crash. One such image showing people flying through the air became an indelible moment -- one that earned the photographer who shot it a Pulitzer Prize. The photojournalist who captured the image testified on Friday that the Unite the Right rally was set to be his last day at the Charlottesville paper The Daily Progress.While he was watching the crowd of counterprotesters he saw the Challenger slowly backing up the hill. "I thought it was trying to get out of the way" Ryan Kelly testified.Then he said he heard tires screech and saw the car speed past him on 4th Street."I saw the car accelerate the whole way into the protestors" he said. "It was going fast into the crowd."CNN's Jason Carroll contributed to this report.,U.S.
